Entry ID,Lemma ID,Code (survey),Batch (survey),List (survey),Item (survey),English Word Frequency,Frequency,Frequency SD,Frequency Z,Frequency N,Sign Unknown,Frequency (Native),Frequency SD (Native),Frequency Z (Native),Frequency N (Native),Sign Unknown (Native) (proportion),Frequency (Nonnative),Frequency SD (Nonnative),Frequency N (Nonnative),Frequency Z (Nonnative),Sign Unknown (Nonnative) (proportion),Dominant Translation,Dominant Translation Agreement (proportion),Dominant Translation Agreement (Native) (proportion),Dominant Translation Agreement (Nonnative) (proportion),Nondominant Translations,Non-Signer Iconicity,Non-Signer Iconicity SD,Non-Signer Iconicity Z,Non-Signer Iconicity N,Non-Signer Iconicity ID,Deaf Signer Iconicity,Deaf Signer Iconicity SD,Deaf Signer Iconicity N,Deaf Signer Iconicity Z,Deaf Signer Iconicity (Native),Deaf Signer Iconicity SD (Native),Deaf Signer Iconicity Z (Native),Deaf Signer Iconicity N (Native),Consistency of Guesses,Accuracy of Guesses (proportion),Transparency,Transparency SD,Transparency Z,Lexical Class,Initialized Sign,Fingerspelled Loan Sign,Compound,Number Of Morphemes,Sign Onset,Sign Offset,Sign Duration,Video Duration,Handshape,Selected Fingers,Flexion,Flexion Change,Spread,Spread Change,Thumb Position,Thumb Contact,Sign Type,Path Movement,Repeated Movement,Major Location,Minor Location,Second Minor Location,Contact,Nondominant Handshape,Wrist Twist,Handshape Morpheme 2,Selected Fingers Morpheme 2,Flexion Morpheme 2,Flexion Change Morpheme 2,Spread Morpheme 2,Spread Change Morpheme 2,Thumb Position Morpheme 2,Thumb Contact Morpheme 2,Sign Type Morpheme 2,Movement Morpheme 2,Repeated Movement Morpheme 2,Major Location Morpheme 2,Minor Location Morpheme 2,Second Minor Location Morpheme 2,Contact Morpheme 2,Nondominant Handshape Morpheme 2,Wrist Twist Morpheme 2,Handshape Morpheme 3,Selected Fingers Morpheme 3,Flexion Morpheme 3,Flexion Change Morpheme 3,Spread Morpheme 3,Spread Change Morpheme 3,Thumb Position Morpheme 3,Thumb Contact Morpheme 3,Signtype Morpheme 3,Movement Morpheme 3,Repeated Movement Morpheme 3,Major Location Morpheme 3,Minor Location Morpheme 3,Second Minor Location Morpheme 3,Contact Morpheme 3,Nondominant Handshape Morpheme 3,Wrist Twist Morpheme 3,Handshape Morpheme 4,Selected Fingers Morpheme 4,Flexion Morpheme 4,Flexion Change Morpheme 4,Spread Morpheme 4,Spread Change Morpheme 4,Thumb Position Morpheme 4,Thumb Contact Morpheme 4,Sign Type Morpheme 4,Movement Morpheme 4,Repeated Movement Morpheme 4,Major Location Morpheme 4,Minor Location Morpheme 4,Second Minor Location Morpheme 4,Contact Morpheme 4,Nondominant Handshape Morpheme 4,Wrist Twist Morpheme 4,Handshape Morpheme 5,Selected Fingers Morpheme 5,Flexion Morpheme 5,Flexion Change Morpheme 5,Spread Morpheme 5,Spread Change Morpheme 5,Thumb Position Morpheme 5,Thumb Contact Morpheme 5,Sign Type Morpheme 5,Movement Morpheme 5,Repeated Movement Morpheme 5,Major Location Morpheme 5,Minor Location Morpheme 5,Second Minor Location Morpheme 5,Contact Morpheme 5,Nondominant Handshape Morpheme 5,Wrist Twist Morpheme 5,Handshape Morpheme 6,Selected Fingers Morpheme 6,Flexion Morpheme 6,Flexion Change Morpheme 6,Spread Morpheme 6,Spread Change Morpheme 6,Thumb Position Morpheme 6,Thumb Contact Morpheme 6,Sign Type Morpheme 6,Movement Morpheme 6,Repeated Movement Morpheme 6,Major Location Morpheme 6,Minor Location Morpheme 6,Second Minor Location Morpheme 6,Contact Morpheme 6,Nondominant Handshape Morpheme 6,Wrist Twist Morpheme 6,Sign Type Frequency,Major Location Frequency,Minor Location Frequency,Second Minor Location Frequency,Movement Frequency,Selected Fingers Frequency,Flexion Frequency,Flexion Change Frequency,Repeated Movement Frequency,Contact Frequency,Spread Frequency,Spread Change Frequency,Thumb Contact Frequency,Thumb Position Frequency,Ulnar Rotation Frequency,Neighborhood Density,Parameter Neighborhood Density,Phonotactic Probability,Phonological Complexity,SignBank Semantic Field,SignBank Reference ID,In CDI,CDI Semantic Category,Age Of Acquisition,Age Of Acquisition (Empirical),Handshape Image
chocolate,chocolate,B_01_002,B,1,2,3.176,5.56,1.557,0.795,25,0.0,5.714,1.437,0.912,14,0.0,5.364,1.748,11,0.683,0.0,chocolate,1.0,1.0,1.0,,1.529,1.115,-0.798,140.0,,1.19,0.4,31.0,-0.92,1.09,0.29,-0.95,22.0,,,,,,Noun,1,0,0,1,400,1301,901,1468,c,imrp,Curved,0.0,0.0,0.0,Open,0.0,Asymmetrical Different Handshape,Circular,1,Hand,Palm Back,Palm Back,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.25,0.024,0.011,0.076,0.449,0.225,0.791,0.446,0.622,0.602,0.878,0.684,0.657,0.836,2,62,0.043,3.0,None,77.0,Yes,Food and Drink,29.0,22.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/c.png"" />"
clean,clean,E_03_082,E,3,82,3.791,4.821,2.019,0.302,30,0.067,5.538,2.025,0.667,14,0.071,4.2,1.859,16,-0.015,0.063,,,,,,3.733,1.596,0.143,30.0,,,,,,,,,,,,,,,Verb,0,0,0,1,567,1368,801,2035,open_b,imrp,Fully Open,0.0,0.0,0.0,Open,0.0,Asymmetrical Same Handshape,Curved,1,Hand,Palm,Hand Away,1,open_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,0.25,0.077,0.155,0.233,0.449,0.409,0.791,0.446,0.622,0.602,0.878,0.684,0.657,0.836,11,266,0.2,2.0,Event,431.0,Yes,Action Signs,26.0,18.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
close,close,G_03_084,G,3,84,,5.577,1.301,0.758,27,0.037,5.273,1.348,0.682,12,0.083,5.8,1.265,15,0.814,0.0,,,,,,,,,,TO CLOSE,,,,,,,,,,,,,,Verb,0,0,0,1,367,1134,767,1802,closed_b,imrp,Fully Open,0.0,0.0,0.0,Closed,0.0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,1,closed_b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.426,0.233,0.449,0.409,0.791,0.554,0.622,0.602,0.878,0.684,0.343,0.164,6,277,0.492,2.0,None,87.0,Yes,Action Signs,29.0,19.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />"
closet_1,closet_1,F_03_097,F,3,97,3.141,3.24,2.146,-0.524,27,0.074,3.667,2.103,-0.312,14,0.143,2.846,2.193,13,-0.721,0.0,closet,0.76,0.833,0.692,"beans, hang in closet, hangers, peas",2.0,1.549,-0.855,16.0,,,,,,,,,,,,,,,Noun,0,0,0,1,534,1568,1034,2169,curved_1,i,Curved,0.0,,,Closed,0.0,Asymmetrical Different Handshape,Straight,0,Hand,Finger Back,Finger Tip,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.25,0.019,0.006,0.457,0.261,0.225,0.791,0.554,0.622,0.0,0.0,0.684,0.343,0.836,1,348,-0.174,2.0,None,90.0,No,Furniture and Rooms,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/curved_1.png"" />"
closet_2,closet_2,E_01_091,E,1,91,3.141,2.758,1.64,-0.877,35,0.057,2.143,0.864,-1.195,15,0.067,3.211,1.932,20,-0.643,0.05,closet,0.606,0.857,0.421,"locker, neighbor, neighborhood, number, partner, relatives, village",1.24,0.597,-1.067,25.0,,,,,,,,,,,,,,,Noun,0,0,0,1,534,1435,901,2002,h,im,Fully Open,0.0,0.0,0.0,Closed,0.0,Symmetrical Or Alternating,Other,1,Neutral,Neutral,Neutral,1,h,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.426,0.017,0.14,0.409,0.791,0.446,0.622,0.602,0.878,0.684,0.343,0.836,0,32,0.314,4.0,,,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/h.png"" />"
cloud_1,cloud,A_01_077,A,1,77,2.778,3.167,1.859,-0.461,30,0.032,3.444,1.917,-0.238,18,0.0,2.75,1.765,13,-0.797,0.077,,,,,,4.676,1.547,0.725,37.0,,4.23,1.63,31.0,0.45,4.26,1.88,0.49,19.0,,,,,,Noun,0,0,0,1,934,1702,767,2669,spread_open_e,imrp,Bent,0.0,1.0,0.0,Open,0.0,Symmetrical Or Alternating,Circular,1,Head,Head Away,Head Away,0,spread_open_e,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.266,0.066,0.178,0.076,0.449,0.099,0.791,0.446,0.378,0.398,0.878,0.684,0.657,0.836,0,54,-0.01,2.0,,,Yes,Outside Things and Places to Go,37.0,24.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/spread_open_e.png"" />"
cloud_2,cloud,D_01_092,D,1,92,2.778,3.407,1.448,-0.426,27,0.0,3.313,1.493,-0.46,16,0.0,3.545,1.44,11,-0.377,0.0,cloud_2,0.444,0.563,0.273,"cloudy, decorate, decoration",4.371,1.716,0.619,35.0,,4.54,1.58,26.0,0.73,4.44,1.72,0.71,18.0,,,,,,Noun,0,0,0,1,467,1668,1201,2536,curved_5,imrp,Curved,0.0,1.0,0.0,Open,0.0,Symmetrical Or Alternating,Circular,1,Neutral,Neutral,Neutral,0,curved_5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.426,0.076,0.449,0.225,0.791,0.446,0.378,0.398,0.878,0.684,0.657,0.836,10,155,0.34,2.0,,,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />"
cloud_3,cloud_3,K_02_071,K,2,71,2.778,3.478,2.042,-0.387,25,0.08,2.8,1.398,-0.39,11,0.091,4.0,2.345,14,-0.384,0.071,,,,,,3.917,1.767,0.165,24.0,CLOUD,,,,,,,,,,,,,,Noun,0,0,0,1,567,1935,1368,2669,curved_5,imrp,Curved,0.0,1.0,0.0,Open,0.0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,curved_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.426,0.457,0.449,0.225,0.791,0.446,0.378,0.398,0.878,0.684,0.657,0.164,8,512,0.319,1.0,,,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />"
cloud_4,cloud_4,K_03_059,K,3,59,2.778,5.542,1.382,0.801,25,0.04,5.6,1.265,1.064,11,0.091,5.5,1.506,14,0.613,0.0,,,,,,3.76,1.763,-0.035,25.0,CLOUD,,,,,,,,,,,,,,Noun,0,0,0,1,534,2035,1502,2769,curved_5,imrp,Curved,0.0,1.0,0.0,Open,0.0,Symmetrical Or Alternating,Circular,1,Neutral,Neutral,Neutral,0,curved_5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.426,0.076,0.449,0.225,0.791,0.446,0.378,0.398,0.878,0.684,0.657,0.836,10,155,0.34,2.0,None,93.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />"
clown,clown,A_03_026,A,3,26,2.907,2.68,1.725,-0.692,25,0.0,2.6,1.682,-0.692,15,0.0,2.8,1.874,10,-0.693,0.0,,,,,,4.952,1.499,0.629,21.0,,4.26,1.63,31.0,0.45,4.42,1.81,0.57,19.0,,,,,,Noun,0,0,0,1,334,901,567,1301,curved_5,imrp,Curved,0.0,1.0,0.0,Open,0.0,One Handed,None,1,Head,Head Away,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.066,0.0,0.153,0.449,0.225,0.791,0.446,0.378,0.398,0.878,0.684,0.657,0.164,4,265,-0.137,1.0,None,80.0,Yes,People,39.0,34.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />"
cow,cow,A_01_033,A,1,33,3.115,3.677,1.579,-0.167,31,0.0,3.333,1.495,-0.308,18,0.0,4.154,1.625,13,0.029,0.0,,,,,,2.778,1.692,-0.191,36.0,,3.52,1.67,31.0,0.13,3.68,1.64,0.27,19.0,,,,,,Noun,0,0,0,1,434,1134,701,1168,y,p,Fully Open,0.0,,,Open,0.0,One Handed,None,1,Head,Forehead,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.039,0.0,0.153,0.033,0.409,0.791,0.446,0.622,0.0,0.0,0.684,0.657,0.164,1,240,-0.339,2.0,Animal,436.0,Yes,Animals,26.0,26.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/y.png"" />"
cowboy,cowboy,F_01_018,F,1,18,2.986,1.278,0.575,-1.744,27,0.333,1.333,0.707,-1.734,14,0.357,1.222,0.441,13,-1.755,0.308,,,,,,1.788,1.341,-0.976,33.0,,,,,,,,,,,,,,,Noun,0,0,0,1,434,1702,1268,2135,3,im,Fully Open,0.0,1.0,0.0,Open,0.0,Symmetrical Or Alternating,Circular,1,Body,Hips,Body Away,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.094,0.004,0.045,0.076,0.14,0.409,0.791,0.446,0.378,0.398,0.878,0.684,0.657,0.836,0,22,-0.206,3.0,,,Yes,People,40.0,18.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/3.png"" />"
cry,cry,B_03_028,B,3,28,3.525,4.44,1.557,-0.128,25,0.0,4.5,1.787,-0.096,14,0.0,4.364,1.286,11,-0.167,0.0,cry,0.96,0.929,1.0,,6.567,0.971,2.019,30.0,,6.42,1.26,31.0,1.89,6.36,1.43,1.9,22.0,0.1,1.0,5.75,1.33,1.52,Verb,0,0,0,1,400,1101,701,1535,1,i,Fully Open,0.0,,,Closed,0.0,Symmetrical Or Alternating,Straight,1,Head,Eye,Cheek Nose,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.266,0.016,0.008,0.457,0.261,0.409,0.791,0.446,0.622,0.0,0.0,0.684,0.343,0.836,4,469,-0.11,1.0,Event,437.0,Yes,Action Signs,26.0,18.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
cry_2,cry_2,K_01_003,K,1,3,3.525,3.926,1.639,-0.061,27,0.0,3.636,1.286,0.057,11,0.0,4.125,1.857,16,-0.142,0.0,,,,,,4.84,1.795,0.646,25.0,CRY,,,,,,,,,,,,,,Verb,0,0,0,1,701,2169,1468,2769,curved_1,i,Curved,0.0,,,Closed,0.0,Symmetrical Or Alternating,Straight,1,Head,Eye,Head Away,1,curved_1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.266,0.016,0.178,0.457,0.261,0.225,0.791,0.446,0.622,0.0,0.0,0.684,0.343,0.836,0,312,-0.132,1.0,,,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/curved_1.png"" />"
cry_3,cry_3,K_02_040,K,2,40,3.525,4.2,2.198,0.011,25,0.0,2.273,1.272,-0.734,11,0.0,5.714,1.437,14,0.597,0.0,,,,,,6.25,1.225,1.285,24.0,CRY,,,,,,,,,,,,,,Verb,0,0,0,1,567,2069,1502,2669,4,imrp,Fully Open,0.0,1.0,0.0,Closed,0.0,Symmetrical Or Alternating,Curved,1,Head,Eye,Head Away,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.266,0.016,0.178,0.233,0.449,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.343,0.836,0,129,0.175,2.0,,,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/4.png"" />"
cry_4,cry_4,K_03_060,K,3,60,3.525,4.125,2.346,0.001,25,0.04,2.4,1.838,-0.719,11,0.091,5.357,1.865,14,0.515,0.0,,,,,,7.0,0.0,1.442,23.0,CRY,,,,,,,,,,,,,,Verb,0,0,0,1,534,1568,1034,2236,baby_o,i,Bent,0.0,,,Open,1.0,One Handed,None,1,Head,Eye,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.016,0.0,0.153,0.261,0.099,0.791,0.446,0.622,0.0,0.0,0.316,0.657,0.164,0,251,-0.51,1.0,,,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />"
cut_1,cut_1,E_02_046,E,2,46,4.069,3.241,1.455,-0.608,32,0.094,3.615,1.193,-0.41,15,0.133,2.938,1.611,17,-0.769,0.059,cut,1.0,1.0,1.0,,6.333,1.373,1.195,30.0,TO CUT (WITH SCISSORS),,,,,,,,,,,,,,Verb,0,0,0,1,434,1335,901,1869,v,im,Fully Open,0.0,1.0,1.0,Closed,0.0,One Handed,Curved,0,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.426,0.233,0.14,0.409,0.791,0.554,0.378,0.398,0.122,0.684,0.343,0.836,0,271,0.262,3.0,Event,99.0,Yes,Action Signs,37.0,21.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/v.png"" />"
cut_2,cut_2,F_01_065,F,1,65,4.069,4.444,1.695,0.132,27,0.0,4.643,1.946,0.235,14,0.0,4.231,1.423,13,0.02,0.0,,,,,,5.469,1.436,0.808,32.0,,,,,,,,,,,,,,,Verb,0,0,0,1,467,1468,1001,2002,v,im,Fully Open,0.0,1.0,1.0,Closed,0.0,Asymmetrical Different Handshape,Curved,0,Hand,Finger Tip,Hand Away,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.25,0.023,0.155,0.233,0.14,0.409,0.791,0.554,0.622,0.398,0.122,0.684,0.343,0.836,0,198,-0.06,4.0,Event,99.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/v.png"" />"
cute_1,cute_1,B_03_087,B,3,87,3.651,5.2,1.555,0.372,25,0.0,5.071,1.439,0.26,14,0.0,5.364,1.748,11,0.515,0.0,,,,,,3.267,1.701,0.211,30.0,,1.81,1.2,31.0,-0.57,1.96,1.29,-0.47,22.0,2.06,0.0,4.53,1.35,0.54,Adjective,0,0,0,1,400,934,534,1502,h,im,Fully Open,1.0,0.0,0.0,Closed,0.0,One Handed,None,1,Head,Chin,Head Away,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.037,0.178,0.153,0.14,0.409,0.209,0.446,0.622,0.602,0.878,0.684,0.343,0.836,2,233,-0.041,2.0,Attribute,438.0,Yes,Descriptive Signs,39.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/h.png"" />"
cute_2,cute_2,C_01_045,C,1,45,3.651,4.5,1.432,0.052,30,0.0,4.778,1.629,0.155,18,0.0,4.083,0.996,12,-0.102,0.0,cute_2,0.767,0.667,0.917,sugar,1.533,0.9,-0.725,30.0,,1.4,0.89,30.0,-0.78,1.43,0.98,-0.81,21.0,,,,,,Adjective,0,0,0,1,1101,1768,667,2669,h,im,Fully Open,1.0,0.0,0.0,Closed,0.0,One Handed,None,1,Head,Chin,Head Away,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.037,0.178,0.153,0.14,0.409,0.209,0.446,0.622,0.602,0.878,0.684,0.343,0.836,2,233,-0.041,2.0,Attribute,438.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/h.png"" />"
dance,dance,B_02_063,B,2,63,3.878,3.96,1.62,-0.405,25,0.0,3.714,1.49,-0.564,14,0.0,4.273,1.794,11,-0.201,0.0,,,,,,3.4,1.694,0.307,30.0,,4.58,1.65,31.0,0.88,4.27,1.61,0.75,22.0,2.43,0.0,3.05,1.4,-0.33,Noun,0,0,0,1,734,1235,501,1802,v,im,Fully Open,0.0,1.0,0.0,Closed,0.0,Asymmetrical Different Handshape,Straight,1,Hand,Hand Away,Hand Away,0,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.25,0.035,0.155,0.457,0.14,0.409,0.791,0.446,0.378,0.398,0.878,0.684,0.343,0.836,3,368,-0.116,3.0,Event,1207.0,Yes,Action Signs,37.0,19.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/v.png"" />"
dirty,dirty,C_03_026,C,3,26,3.53,5.533,1.074,0.729,30,0.0,5.611,1.037,0.644,18,0.0,5.417,1.165,12,0.857,0.0,,,,,,2.75,1.826,-0.12,36.0,,1.97,1.5,30.0,-0.51,2.24,1.7,-0.41,21.0,,,,,,Adjective,0,0,0,1,868,1535,667,2736,5,imrp,Fully Open,1.0,1.0,0.0,Open,0.0,One Handed,None,1,Head,Under Chin,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.006,0.0,0.153,0.449,0.409,0.209,0.446,0.622,0.398,0.878,0.684,0.657,0.836,3,252,0.103,1.0,Attribute,109.0,Yes,Descriptive Signs,26.0,15.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/5.png"" />"
dog,dog,A_01_056,A,1,56,3.993,6.258,1.237,1.189,31,0.0,6.333,1.283,1.239,18,0.0,6.154,1.214,13,1.119,0.0,,,,,,1.737,1.427,-0.694,38.0,,1.71,1.19,31.0,-0.81,1.58,1.35,-0.82,19.0,,,,,,Noun,1,0,0,1,367,1001,634,1168,d,mrp,Curved,,0.0,,Open,1.0,One Handed,None,1,Neutral,Neutral,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.0,0.153,0.002,0.225,0.0,0.446,0.378,0.602,0.0,0.316,0.657,0.836,1,124,-0.338,2.0,Animal,376.0,Yes,Animals,25.0,14.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/d.png"" />"
dog_2,dog_2,K_01_055,K,1,55,3.993,4.259,2.229,0.142,27,0.0,4.0,2.49,0.32,11,0.0,4.438,2.097,16,0.02,0.0,,,,,,1.4,0.866,-1.014,25.0,DOG,,,,,,,,,,,,,,Noun,0,0,0,1,601,1735,1134,2436,open_b,imrp,Fully Open,0.0,0.0,0.0,Open,0.0,One Handed,Straight,1,Body,Hips,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.094,0.004,0.0,0.457,0.449,0.409,0.791,0.446,0.622,0.602,0.878,0.684,0.657,0.836,9,215,0.286,1.0,Animal,2159.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
dog_3,dog,J_02_068,J,2,68,3.993,5.167,1.877,0.621,30,0.0,5.067,2.086,0.439,15,0.0,5.267,1.71,15,0.803,0.0,,,,,,1.6,1.354,-0.784,25.0,dog,,,,,,,,,,,,,,Noun,1,0,0,1,801,1602,801,2135,d,mrp,Stacked,,0.0,,Open,1.0,One Handed,None,1,Neutral,Neutral,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.0,0.153,0.002,0.225,0.0,0.446,0.378,0.602,0.0,0.316,0.657,0.836,1,124,-0.338,2.0,Animal,376.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/d.png"" />"
dog_4,dog,H_02_103,H,2,103,3.993,4.5,1.895,0.268,28,0.0,4.143,2.179,0.021,14,0.0,4.857,1.562,14,0.514,0.0,dog,1.0,1.0,1.0,,1.75,1.189,-0.669,24.0,dog,,,,,,,,,,,,,,Noun,0,1,1,3,400,1635,1235,2069,open_b,imrp,Fully Open,0.0,0.0,0.0,Open,0.0,One Handed,Straight,0,Body,Hips,,1,,0,8,m,Flat,,,,Open,1.0,One Handed,None,,Neutral,Neutral,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.094,0.004,0.0,0.457,0.449,0.409,0.791,0.554,0.622,0.602,0.878,0.684,0.657,0.836,5,215,0.42,0.0,Animal,441.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
